date,year,month,return_pct,cycle_label
1950-01-01,1950,1,0.5333,midterm_year
1950-02-01,1950,2,-4.7433,midterm_year
1950-03-01,1950,3,-0.2839,midterm_year
1950-04-01,1950,4,1.133,midterm_year
1950-05-01,1950,5,3.0784,midterm_year
1950-06-01,1950,6,-3.8302,midterm_year
1950-07-01,1950,7,0.0513,midterm_year
1950-08-01,1950,8,-1.2198,midterm_year
1950-09-01,1950,9,-4.4822,midterm_year
1950-10-01,1950,10,-1.8954,midterm_year
1950-11-01,1950,11,2.4938,midterm_year
1950-12-01,1950,12,2.6717,midterm_year
1951-01-01,1951,1,1.3559,pre_election_year
1951-02-01,1951,2,1.0189,pre_election_year
1951-03-01,1951,3,5.1963,pre_election_year
1951-04-01,1951,4,6.5305,pre_election_year
1951-05-01,1951,5,1.4316,pre_election_year
1951-06-01,1951,6,4.2647,pre_election_year
1951-07-01,1951,7,-0.3046,pre_election_year
1951-08-01,1951,8,-3.3152,pre_election_year
1951-09-01,1951,9,-3.7742,pre_election_year
1951-10-01,1951,10,1.2288,pre_election_year
1951-11-01,1951,11,-5.1285,pre_election_year
1951-12-01,1951,12,0.0869,pre_election_year
1952-01-01,1952,1,6.0844,election_year
1952-02-01,1952,2,-0.0533,election_year
1952-03-01,1952,3,-1.5598,election_year
1952-04-01,1952,4,3.886,election_year
1952-05-01,1952,5,3.3445,election_year
1952-06-01,1952,6,1.7244,election_year
1952-07-01,1952,7,3.1768,election_year
1952-08-01,1952,8,-2.0719,election_year
1952-09-01,1952,9,0.3772,election_year
1952-10-01,1952,10,1.4356,election_year
1952-11-01,1952,11,2.7551,election_year
1952-12-01,1952,12,0.5673,election_year
1953-01-01,1953,1,7.2816,post_election_year
1953-02-01,1953,2,1.704,post_election_year
1953-03-01,1953,3,0.2689,post_election_year
1953-04-01,1953,4,3.6193,post_election_year
1953-05-01,1953,5,0.5651,post_election_year
1953-06-01,1953,6,1.2256,post_election_year
1953-07-01,1953,7,-1.1312,post_election_year
1953-08-01,1953,8,-2.8594,post_election_year
1953-09-01,1953,9,2.1716,post_election_year
1953-10-01,1953,10,-6.1278,post_election_year
1953-11-01,1953,11,5.8053,post_election_year
1953-12-01,1953,12,4.2389,post_election_year
1954-01-01,1954,1,7.7073,midterm_year
1954-02-01,1954,2,4.7849,midterm_year
1954-03-01,1954,3,-3.4256,midterm_year
1954-04-01,1954,4,4.5855,midterm_year
1954-05-01,1954,5,-3.945,midterm_year
1954-06-01,1954,6,1.8268,midterm_year
1954-07-01,1954,7,0.1392,midterm_year
1954-08-01,1954,8,-0.7169,midterm_year
1954-09-01,1954,9,0.634,midterm_year
1954-10-01,1954,10,-0.325,midterm_year
1954-11-01,1954,11,1.2325,midterm_year
1954-12-01,1954,12,1.9533,midterm_year
1955-01-01,1955,1,5.6191,pre_election_year
1955-02-01,1955,2,-2.9551,pre_election_year
1955-03-01,1955,3,3.112,pre_election_year
1955-04-01,1955,4,0.7781,pre_election_year
1955-05-01,1955,5,-2.2387,pre_election_year
1955-06-01,1955,6,-6.1226,pre_election_year
1955-07-01,1955,7,-1.1574,pre_election_year
1955-08-01,1955,8,-4.8915,pre_election_year
1955-09-01,1955,9,-1.0632,pre_election_year
1955-10-01,1955,10,1.9663,pre_election_year
1955-11-01,1955,11,-0.7303,pre_election_year
1955-12-01,1955,12,1.9765,pre_election_year
1956-01-01,1956,1,1.401,election_year
1956-02-01,1956,2,-0.5903,election_year
1956-03-01,1956,3,-1.0629,election_year
1956-04-01,1956,4,-0.1102,election_year
1956-05-01,1956,5,-1.5105,election_year
1956-06-01,1956,6,0.8782,election_year
1956-07-01,1956,7,-1.7043,election_year
1956-08-01,1956,8,-2.7864,election_year
1956-09-01,1956,9,1.6735,election_year
1956-10-01,1956,10,1.8656,election_year
1956-11-01,1956,11,1.3415,election_year
1956-12-01,1956,12,0.0302,election_year
1957-01-01,1957,1,3.8397,post_election_year
1957-02-01,1957,2,-2.0873,post_election_year
1957-03-01,1957,3,2.2322,post_election_year
1957-04-01,1957,4,1.7706,post_election_year
1957-05-01,1957,5,2.8266,post_election_year
1957-06-01,1957,6,-5.5607,post_election_year
1957-07-01,1957,7,0.1359,post_election_year
1957-08-01,1957,8,-4.5679,post_election_year
1957-09-01,1957,9,0.0355,post_election_year
1957-10-01,1957,10,1.1956,post_election_year
1957-11-01,1957,11,-0.6774,post_election_year
1957-12-01,1957,12,2.5926,post_election_year
1958-01-01,1958,1,2.1335,midterm_year
1958-02-01,1958,2,1.2749,midterm_year
1958-03-01,1958,3,-0.0429,midterm_year
1958-04-01,1958,4,0.3995,midterm_year
1958-05-01,1958,5,6.1051,midterm_year
1958-06-01,1958,6,3.9156,midterm_year
1958-07-01,1958,7,-1.3052,midterm_year
1958-08-01,1958,8,-1.2866,midterm_year
1958-09-01,1958,9,-0.3636,midterm_year
1958-10-01,1958,10,1.2432,midterm_year
1958-11-01,1958,11,-0.2851,midterm_year
1958-12-01,1958,12,0.5462,midterm_year
1959-01-01,1959,1,3.1196,pre_election_year
1959-02-01,1959,2,-0.6164,pre_election_year
1959-03-01,1959,3,-2.6805,pre_election_year
1959-04-01,1959,4,0.6342,pre_election_year
1959-05-01,1959,5,-0.3866,pre_election_year
1959-06-01,1959,6,-0.5296,pre_election_year
1959-07-01,1959,7,-2.4609,pre_election_year
1959-08-01,1959,8,1.717,pre_election_year
1959-09-01,1959,9,-0.576,pre_election_year
1959-10-01,1959,10,-0.8541,pre_election_year
1959-11-01,1959,11,2.2116,pre_election_year
1959-12-01,1959,12,-0.4834,pre_election_year
1960-01-01,1960,1,1.0195,election_year
1960-02-01,1960,2,2.1448,election_year
1960-03-01,1960,3,3.0363,election_year
1960-04-01,1960,4,6.1806,election_year
1960-05-01,1960,5,-0.384,election_year
1960-06-01,1960,6,1.6695,election_year
1960-07-01,1960,7,5.6917,election_year
1960-08-01,1960,8,0.9484,election_year
1960-09-01,1960,9,-4.5976,election_year
1960-10-01,1960,10,-3.7346,election_year
1960-11-01,1960,11,6.0621,election_year
1960-12-01,1960,12,3.1212,election_year
1961-01-01,1961,1,2.0702,post_election_year
1961-02-01,1961,2,-3.5459,post_election_year
1961-03-01,1961,3,-1.4351,post_election_year
1961-04-01,1961,4,0.0983,post_election_year
1961-05-01,1961,5,3.023,post_election_year
1961-06-01,1961,6,3.9986,post_election_year
1961-07-01,1961,7,1.207,post_election_year
1961-08-01,1961,8,3.1426,post_election_year
1961-09-01,1961,9,0.1302,post_election_year
1961-10-01,1961,10,-0.5177,post_election_year
1961-11-01,1961,11,1.1346,post_election_year
1961-12-01,1961,12,1.2795,post_election_year
1962-01-01,1962,1,-4.5514,midterm_year
1962-02-01,1962,2,-5.6489,midterm_year
1962-03-01,1962,3,1.3068,midterm_year
1962-04-01,1962,4,-3.7822,midterm_year
1962-05-01,1962,5,-3.706,midterm_year
1962-06-01,1962,6,1.3606,midterm_year
1962-07-01,1962,7,-0.1912,midterm_year
1962-08-01,1962,8,1.4693,midterm_year
1962-09-01,1962,9,-2.0503,midterm_year
1962-10-01,1962,10,0.1511,midterm_year
1962-11-01,1962,11,-0.6136,midterm_year
1962-12-01,1962,12,-1.2191,midterm_year
1963-01-01,1963,1,-1.0191,pre_election_year
1963-02-01,1963,2,-0.3722,pre_election_year
1963-03-01,1963,3,4.5645,pre_election_year
1963-04-01,1963,4,4.5617,pre_election_year
1963-05-01,1963,5,3.0963,pre_election_year
1963-06-01,1963,6,-0.623,pre_election_year
1963-07-01,1963,7,5.1295,pre_election_year
1963-08-01,1963,8,-1.9912,pre_election_year
1963-09-01,1963,9,2.5309,pre_election_year
1963-10-01,1963,10,-1.4727,pre_election_year
1963-11-01,1963,11,-2.9259,pre_election_year
1963-12-01,1963,12,1.0949,pre_election_year
1964-01-01,1964,1,6.0715,election_year
1964-02-01,1964,2,-2.3675,election_year
1964-03-01,1964,3,-0.3525,election_year
1964-04-01,1964,4,1.3826,election_year
1964-05-01,1964,5,-2.6617,election_year
1964-06-01,1964,6,-2.2595,election_year
1964-07-01,1964,7,2.5451,election_year
1964-08-01,1964,8,1.9514,election_year
1964-09-01,1964,9,1.7869,election_year
1964-10-01,1964,10,3.8271,election_year
1964-11-01,1964,11,2.02,election_year
1964-12-01,1964,12,-0.7188,election_year
1965-01-01,1965,1,3.986,post_election_year
1965-02-01,1965,2,-2.3559,post_election_year
1965-03-01,1965,3,4.699,post_election_year
1965-04-01,1965,4,4.0158,post_election_year
1965-05-01,1965,5,-0.7381,post_election_year
1965-06-01,1965,6,-7.401,post_election_year
1965-07-01,1965,7,2.2665,post_election_year
1965-08-01,1965,8,2.6923,post_election_year
1965-09-01,1965,9,-0.3027,post_election_year
1965-10-01,1965,10,-0.0127,post_election_year
1965-11-01,1965,11,4.2418,post_election_year
1965-12-01,1965,12,7.0376,post_election_year
1966-01-01,1966,1,-1.5511,midterm_year
1966-02-01,1966,2,0.8198,midterm_year
1966-03-01,1966,3,0.5324,midterm_year
1966-04-01,1966,4,-2.5994,midterm_year
1966-05-01,1966,5,-1.4368,midterm_year
1966-06-01,1966,6,-0.5391,midterm_year
1966-07-01,1966,7,-2.4374,midterm_year
1966-08-01,1966,8,4.2906,midterm_year
1966-09-01,1966,9,5.7367,midterm_year
1966-10-01,1966,10,7.9191,midterm_year
1966-11-01,1966,11,-0.271,midterm_year
1966-12-01,1966,12,0.1776,midterm_year
1967-01-01,1967,1,3.9785,pre_election_year
1967-02-01,1967,2,-3.9887,pre_election_year
1967-03-01,1967,3,-1.6209,pre_election_year
1967-04-01,1967,4,2.2279,pre_election_year
1967-05-01,1967,5,-3.9966,pre_election_year
1967-06-01,1967,6,-3.0761,pre_election_year
1967-07-01,1967,7,-1.428,pre_election_year
1967-08-01,1967,8,-3.2676,pre_election_year
1967-09-01,1967,9,0.5485,pre_election_year
1967-10-01,1967,10,1.3517,pre_election_year
1967-11-01,1967,11,-0.776,pre_election_year
1967-12-01,1967,12,4.0737,pre_election_year
1968-01-01,1968,1,-4.6675,election_year
1968-02-01,1968,2,2.8207,election_year
1968-03-01,1968,3,5.7231,election_year
1968-04-01,1968,4,7.5463,election_year
1968-05-01,1968,5,-1.1257,election_year
1968-06-01,1968,6,1.3187,election_year
1968-07-01,1968,7,-3.7939,election_year
1968-08-01,1968,8,5.0698,election_year
1968-09-01,1968,9,-3.344,election_year
1968-10-01,1968,10,0.528,election_year
1968-11-01,1968,11,1.3068,election_year
1968-12-01,1968,12,1.4024,election_year
1969-01-01,1969,1,0.9496,post_election_year
1969-02-01,1969,2,-1.1604,post_election_year
1969-03-01,1969,3,3.9804,post_election_year
1969-04-01,1969,4,5.9008,post_election_year
1969-05-01,1969,5,-1.6237,post_election_year
1969-06-01,1969,6,2.0226,post_election_year
1969-07-01,1969,7,2.1127,post_election_year
